NarrativeName,shakespeare,dickens,cbronte,conandoyle,poe,martin,saki,ohenry,brown,jkj
The Tell-Tale Heart,"TRUE!—nervous—aye, exceedingly dreadfully nervous I had been and still am; but why dost thou say that I am mad? The malady had sharpened my senses—not destroyed—not dulled them. Above all was the sense of hearing keen. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—oh, dreadfully, dreadfully nervous I had been and still am; but why would you say that I am mad? The affliction had sharpened my senses—not destroyed them—not dulled them. Above all, my sense of hearing was acute. I heard all things in heaven and on earth. I heard many things in the infernal regions. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and still am; but why insist that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—indeed, very dreadfully nervous I had been and still am; but why do you insist that I am mad? The condition had sharpened my senses—not destroyed them—not dulled them. Above all, my sense of hearing was particularly acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The disease had sharpened my senses—not destroyed—not dulled them. Above all was the sense of hearing acute. I heard all things in the heaven and in the earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—yes, very dreadfully nervous I had been and still am; but why would you say that I am mad? The affliction had sharpened my senses—not destroyed them—not dulled them. Above all, my sense of hearing was acute. I heard all things in the heavens and on the earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—most dreadfully nervous I had been and still am; but why do you insist that I am mad? The ailment had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was keen. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—oh, very, very dreadfully nervous I had been and still am; but why do you say that I am mad? The condition had sharpened my senses—not destroyed them—not dulled them. Above all, my sense of hearing was sharp. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and still am; but why insist that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—most terribly, dreadfully nervous I had been and still am; but why would you say that I am mad? The condition had sharpened my senses—not destroyed them—not dulled them. Above all, my sense of hearing was remarkably acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?"
The Tell-Tale Heart,"TRUE!—nervous—so very dreadfully nervous have I been and am; but why wouldst thou say that I am mad? The malady hath sharpened my senses—not destroyed—not dulled them. Above all was my sense of hearing keen. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you insist that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was particularly acute. I heard all things in the heavens and on the earth. I heard many things in hell. How, then, can I be mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you declare that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was exceptionally acute. I heard all things in the heavens and upon the earth. I heard many things in hell. How, then, can I be mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was extraordinarily acute. I heard all things in the heavens and on the earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The disease had sharpened my senses—not destroyed—not dulled them. Above all was the sense of hearing acute. I heard all things in the heaven and in the earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you say that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was exceptionally keen. I heard all things in the heavens and on the earth. I heard many things in the depths of hell. How, then, can I be mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you insist that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was particularly acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was remarkably acute. I heard all things in the heavens and on the earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you declare that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was exceptionally acute. I heard all things in the heavens and upon the earth. I heard many things in hell. How, then, can I be mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was particularly acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, can I be mad?"
The Tell-Tale Heart,"TRUE!—nervous—most dreadfully, exceedingly nervous I had been and am; but why wouldst thou say that I am mad? The malady had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you insist that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was remarkably acute. I heard all things in the heavens and on the earth. I heard many things in the infernal regions. How, then, can I be mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was keen. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was exceptionally acute. I heard all things in the heavens and on the earth. I heard many things in the infernal regions. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The disease had sharpened my senses—not destroyed—not dulled them. Above all was the sense of hearing acute. I heard all things in the heaven and in the earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you call me mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was extraordinarily keen. I heard all things in the heavens and on the earth. I heard many things in the depths of hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you declare that I am mad? The malady had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was exceptionally keen. I heard all things in the heavens and on the earth. I heard many things in the infernal regions. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and still am; but why do you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Most notably, my sense of hearing was extraordinarily acute. I heard all things in heaven and on earth. I heard many things in hell. So, how can I be mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was keen. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was unusually acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?"
The Tell-Tale Heart,"TRUE!—nervous—most dreadfully nervous had I been and am; but wherefore will you say that I am mad? The malady had sharpened my senses—not destroyed—not dulled them. Above all was the sense of hearing keen. I heard all things in the heavens and in the earth. I heard many things in the infernal realms. How, then, am I mad?","TRUE!—nervous—oh, very, very dreadfully nervous I had been and still am; but why do you insist that I am mad? The affliction had sharpened my senses—not ruined—not dulled them. Above all, my sense of hearing was acutely keen. I heard all things in the heavens and upon the earth. I heard many things in the depths of hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you say that I am mad? The malady had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was remarkably acute. I heard all things in the heavens and on the earth. I heard many things in the abyss. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why do you insist that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was extraordinarily acute. I heard all things in the heavens and on the earth. I heard many things in the depths of hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The disease had sharpened my senses—not destroyed—not dulled them. Above all was the sense of hearing acute. I heard all things in the heaven and in the earth. I heard many things in hell. How, then, am I mad?","TRUE!—nervous—so dreadfully nervous I had been and still am; but why do you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Most of all, my sense of hearing was exceptionally keen. I heard all things in the heavens and on the earth. I heard many things in the depths of hell. How, then, am I mad?","TRUE!—nervous—dreadfully, dreadfully nervous I had been and am; but why would you declare that I am mad? The affliction had sharpened my senses—not ruined—not dulled them. Above all, my sense of hearing was intensely acute. I heard all things in the heavens and on the earth. I heard many things in the infernal regions. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The condition had sharpened my senses—not ruined—not dulled them. Above all, my sense of hearing was remarkably keen. I heard all things in the heavens and on the earth. I heard many things in the depths of hell. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you say that I am mad? The malady had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was remarkably acute. I heard all things in the heavens and on the earth. I heard many things in the abyss. How, then, am I mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why would you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all, my sense of hearing was exceptionally keen. I heard all things in the heavens and on the earth. I heard many things in the depths of hell. How, then, am I mad?"
The Tell-Tale Heart,"’Tis true!—nervous—aye, very dreadfully nervous I had been and am; but why dost thou say that I am mad? The malady had sharpened my senses—not destroyed—not dulled them. Above all, mine hearing was most acute. I heard all things in heaven and on earth. I heard many things in hell. How, then, am I mad?","Indeed, it is true! Nervous—most dreadfully nervous I had been and still am; but why do you insist that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all was my sense of hearing keen. I heard all things in the heavens and upon the earth. I heard many things in the netherworld. How, then, can I be mad?","True it is!—nervous—very, very dreadfully nervous I had been and still am; but why do you say that I am mad? The ailment had sharpened my senses—not destroyed—not dulled them. Above all was my sense of hearing keen. I heard all things in the heavens and upon the earth. I heard many things in the abyss. How, then, am I mad?","Indeed, it is true!—nervous—very, very dreadfully nervous I had been and continue to be; but why would you say that I am mad? The affliction had heightened my senses—not destroyed—not dulled them. Above all, my sense of hearing was extraordinarily acute. I heard all things in the heavens and on the earth. I heard many things in the inferno. How, then, can I be mad?","TRUE!—nervous—very, very dreadfully nervous I had been and am; but why will you say that I am mad? The disease had sharpened my senses—not destroyed—not dulled them. Above all was the sense of hearing acute. I heard all things in the heaven and in the earth. I heard many things in hell. How, then, am I mad?","True!—nervous—so dreadfully nervous I had been and still am; but why do you say that I am mad? The affliction had sharpened my senses—not destroyed—not dulled them. Above all was my sense of hearing sharp. I heard all things in the heavens and on the earth. I heard many things in the depths of hell. How, then, am I mad?","True!—nervous—dreadfully nervous I had been and still am; but why insist that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all was my sense of hearing acute. I heard all things in the heavens and on the earth. I heard many things in the underworld. How, then, can I be mad?","True!—nervous—so dreadfully nervous I had been and still am; but why would you say that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all was my hearing sharp. I heard all things in the heavens and on the earth. I heard many things in hell. How, then, can I be mad?","True it is!—nervous—very, very dreadfully nervous I had been and still am; but why do you say that I am mad? The ailment had sharpened my senses—not destroyed—not dulled them. Above all was my sense of hearing keen. I heard all things in the heavens and upon the earth. I heard many things in the abyss. How, then, am I mad?","True!—nervous—oh, dreadfully nervous I had been and still am; but why do you insist that I am mad? The condition had sharpened my senses—not destroyed—not dulled them. Above all was my sense of hearing acute. I heard all things in the heavens and on the earth. I heard many things in the inferno. How, then, am I mad?"
A Song of Ice and Fire: A Dance with Dragons,"The night was rank with the odor of man. The warg halted beneath a tree and sniffed, his grey-brown fur dappled by shadows. A breath of piney wind brought the man-scent to him, over fainter aromas that bespoke of fox and hare, seal and stag, even wolf. Those were man-scents too, the warg knew; the stench of ancient skins, dead and sour, nearly drowned beneath the stronger essences of smoke and blood and rot.","The night was heavy with the smell of humanity. The warg paused beneath a tree and sniffed, his grey-brown fur mottled by shadows. A gust of pine-scented wind carried the man-smell to him, over fainter odors that hinted at fox and hare, seal and stag, even wolf. Those were man-smells as well, the warg understood; the reek of old skins, dead and sour, nearly overwhelmed by the stronger scents of smoke and blood and decay","The night was thick with the scent of man. The warg paused beneath a tree and sniffed, his grey-brown fur patterned with shadows. A whisper of piney wind carried the man-scent to him, over fainter smells that hinted at fox and hare, seal and stag, even wolf. Those were man-scents too, the warg perceived; the stench of old skins, dead and sour, almost overpowered by the stronger aromas of smoke and blood and rot.","The night was thick with the odor of man. The warg halted beneath a tree and sniffed, his grey-brown fur mottled by shadow. A breath of pine-scented wind carried the man-smell to him, above fainter scents that spoke of fox and hare, seal and stag, even wolf. Those were man-scents too, the warg understood; the stench of old skins, dead and sour, nearly overwhelmed by the stronger aromas of smoke, blood, and decay.","The night was heavy with the fetor of man. The warg paused beneath a tree and sniffed, his grey-brown fur shadowed and dappled. A breath of piney wind brought the man-scent to him, over fainter odors that whispered of fox and hare, seal and stag, even wolf. Those were man-odors too, the warg knew; the stench of ancient skins, dead and sour, almost swallowed by the stronger perfumes of smoke and blood and rot.","The night was rank with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur dappled by shadow. A sigh of piney wind brought the man-scent to him, over fainter smells that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the stink of old skins, dead and sour, near drowned beneath the stronger scents of smoke and blood and rot.","The night was ripe with the scent of humanity. The warg stopped beneath a tree and sniffed, his grey-brown fur patterned with shadow. A sigh of pine-scented wind brought the man-smell to him, over fainter odors that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg discerned; the stench of old skins, dead and sour, nearly overpowered by the stronger scents of smoke and blood and decay.","The night was thick with the smell of mankind. The warg paused under a tree and sniffed, his grey-brown fur speckled with shadow. A gust of pine-scented wind brought the man-scent to him, above fainter smells that hinted at fox and hare, seal and stag, even wolf. Those were man-scents too, the warg realized; the stench of old skins, dead and sour, almost buried beneath the stronger aromas of smoke and blood and rot.","The night was thick with the scent of man. The warg paused beneath a tree and sniffed, his grey-brown fur patterned with shadows. A whisper of piney wind carried the man-scent to him, over fainter smells that hinted at fox and hare, seal and stag, even wolf. Those were man-scents too, the warg perceived; the stench of old skins, dead and sour, almost overpowered by the stronger aromas of smoke and blood and rot.","The night was thick with the smell of man. The warg paused beneath a tree and sniffed, his grey-brown fur mottled by shadows. A sigh of pine-scented wind brought the man-smell to him, over fainter scents that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg understood; the stench of old skins, dead and sour, nearly overpowered by the stronger odors of smoke and blood and rot."
A Song of Ice and Fire: A Dance with Dragons,"The night was rank with the odor of man. The warg halted beneath a tree and sniffed, his grey-brown fur dappled by shadow. A whispering wind, laden with the scent of man, reached him, mingled with fainter smells of fox and hare, seal and stag, and even wolf. Those too were man-scents, the warg discerned; the stench of old hides, decayed and sour, nearly smothered by the stronger odors of smoke, blood, and decay.","The night was heavy with the pungent smell of humanity. The warg paused beneath a tree and sniffed the air, his grey-brown fur mottled by shadow. A breath of pine-laden wind brought the scent of man to him, layered over the fainter odors of fox and hare, seal and stag, even wolf. These were human smells too, the warg knew; the reek of old pelts, rotten and sour, almost masked by the more powerful scents of smoke, blood, and corruption.","The night was laden with the acrid scent of mankind. The warg paused beneath a tree and inhaled deeply, his grey-brown fur speckled with shadows. A sigh of pine-scented wind carried the man-scent to him, mingled with subtler odors of fox and hare, seal and stag, even wolf. These too were the odors of men, the warg understood; the rankness of old skins, decayed and sour, nearly overwhelmed by the stronger smells of smoke, blood, and rot.","The night was thick with the scent of man. The warg halted beneath a tree, sniffing the air, his grey-brown fur dappled by shadow. A gust of pine-laden wind carried the man’s scent to him, intermingled with the subtler traces of fox and hare, seal and stag, even wolf. These too were human odors, the warg recognized; the stench of old skins, rotten and sour, almost obscured by the more potent aromas of smoke, blood, and decay.","The night was foul with the stench of man. The warg halted beneath a tree and sniffed, his grey-brown fur mottled by shadow. A breath of pine-scented wind carried the scent of man to him, mingled with the faint aromas of fox and hare, seal and stag, even wolf. These too were the odors of man, the warg knew; the fetor of old skins, decayed and sour, almost drowned beneath the stronger scents of smoke, blood, and rot.","The night was rank with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur dappled by shadow. A sigh of piney wind brought the man-scent to him, over fainter smells that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the stink of old skins, dead and sour, near drowned beneath the stronger scents of smoke and blood and rot.","The night was laden with the oppressive smell of man. The warg paused beneath a tree and sniffed, his grey-brown fur patterned with shadows. A pine-scented breeze brought the man-scent to him, mingled with fainter aromas of fox and hare, seal and stag, even wolf. These too were human smells, the warg understood; the stench of old skins, rotten and sour, nearly overwhelmed by the more pungent scents of smoke, blood, and decay.","The night was thick with the smell of man. The warg stopped under a tree and sniffed, his grey-brown fur mottled by shadows. A pine-scented wind carried the man-scent to him, mingled with the lighter smells of fox and hare, seal and stag, even wolf. These too were human smells, the warg realized; the reek of old skins, decayed and sour, almost masked by the stronger scents of smoke, blood, and rot.","The night was laden with the acrid scent of mankind. The warg paused beneath a tree and inhaled deeply, his grey-brown fur speckled with shadows. A sigh of pine-scented wind carried the man-scent to him, mingled with subtler odors of fox and hare, seal and stag, even wolf. These too were the odors of men, the warg understood; the rankness of old skins, decayed and sour, nearly overwhelmed by the stronger smells of smoke, blood, and rot.","The night was heavy with the smell of man. The warg paused beneath a tree and sniffed, his grey-brown fur dappled by shadow. A pine-scented breeze brought the man-scent to him, mingled with fainter aromas of fox and hare, seal and stag, even wolf. These too were human smells, the warg knew; the stench of old skins, rotten and sour, nearly drowned out by the stronger scents of smoke, blood, and rot."
A Song of Ice and Fire: A Dance with Dragons,"The night was rank with the scent of man. The warg halted beneath a tree and sniffed, his grey-brown fur dappled by shadow. A breath of pine-sweet wind brought the man’s scent to him, over fainter odors that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the reek of old skins, dead and sour, near overpowered by the stronger scents of smoke and blood and decay.","The night was heavy with the smell of man. The warg paused beneath a tree and sniffed, his grey-brown fur mottled by shadow. A whisper of pine-scented wind brought the man’s scent to him, mingling with fainter aromas of fox and hare, seal and stag, even wolf. These too were man-smells, the warg recognized; the stench of old skins, dead and sour, nearly obscured by the more potent odors of smoke and blood and rot.","The night was thick with the odor of man. The warg paused beneath a tree and sniffed, his grey-brown fur patterned with shadows. A breath of pine-scented wind carried the man-scent to him, mingling with fainter scents that spoke of fox and hare, seal and stag, even wolf. These were man-smells too, the warg understood; the stench of old skins, dead and sour, nearly drowned beneath the stronger aromas of smoke and blood and decay.","The night was laden with the scent of man. The warg halted beneath a tree and sniffed, his grey-brown fur dappled by shadows. A breeze carrying the fragrance of pine brought the man-scent to him, overlaying fainter odors of fox and hare, seal and stag, even wolf. These too were man-smells, the warg discerned; the reek of old skins, dead and sour, almost masked by the stronger scents of smoke and blood and rot.","The night was rank with the odour of man. The warg paused beneath a tree and sniffed, his grey-brown fur dappled by shadow. A breath of piney wind bore the man-scent to him, mingling with fainter smells that spoke of fox and hare, seal and stag, even wolf. These were man-smells too, the warg knew; the stench of old skins, dead and sour, nearly drowned by the more potent aromas of smoke and blood and decay.","The night was rank with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur dappled by shadow. A sigh of piney wind brought the man-scent to him, over fainter smells that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the stink of old skins, dead and sour, near drowned beneath the stronger scents of smoke and blood and rot.","The night was heavy with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur mottled with shadows. A sigh of pine-scented wind brought the man-scent to him, overlying fainter aromas of fox and hare, seal and stag, even wolf. These were man-smells too, the warg recognised; the reek of old skins, dead and sour, nearly overpowered by the stronger scents of smoke and blood and rot.","The night was thick with the smell of man. The warg halted beneath a tree and sniffed, his grey-brown fur spotted by shadow. A piney breeze brought the man’s scent to him, mingling with fainter smells of fox and hare, seal and stag, even wolf. These too were man-smells, the warg realized; the stench of old skins, dead and sour, nearly overpowered by the stronger scents of smoke and blood and rot.","The night was thick with the odor of man. The warg paused beneath a tree and sniffed, his grey-brown fur patterned with shadows. A breath of pine-scented wind carried the man-scent to him, mingling with fainter scents that spoke of fox and hare, seal and stag, even wolf. These were man-smells too, the warg understood; the stench of old skins, dead and sour, nearly drowned beneath the stronger aromas of smoke and blood and decay.","The night was heavy with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur dappled with shadow. A breath of piney wind carried the man-scent to him, mingling with fainter smells of fox and hare, seal and stag, even wolf. These too were man-smells, the warg understood; the stench of old skins, dead and sour, nearly drowned out by the stronger scents of smoke and blood and rot."
A Song of Ice and Fire: A Dance with Dragons,"The night was rank with the scent of man. The warg halted beneath a tree and sniffed, his grey-brown fur mottled by shadow. A whisper of piney wind brought the man-scent to him, o’er fainter smells that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the reek of old skins, dead and sour, near drowned beneath the stronger scents of smoke and blood and decay.","The night was heavy with the stench of man. The warg paused beneath a tree and sniffed, his grey-brown fur mottled by shadow. A gust of pine-scented wind brought the man-odor to him, over fainter smells that hinted of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the foulness of old skins, dead and sour, nearly overwhelmed by the stronger scents of smoke and blood and rot.","The night was thick with the odor of man. The warg stopped beneath a tree and sniffed, his grey-brown fur flecked with shadow. A breath of piney wind carried the man-scent to him, over fainter smells of fox and hare, seal and stag, even wolf. Those were man-scents too, the warg knew; the stench of old skins, dead and sour, nearly smothered by the stronger scents of smoke and blood and rot.","The night was laden with the smell of man. The warg paused beneath a tree and sniffed, his grey-brown fur speckled by shadow. A breeze of piney wind brought the man-scent to him, mingling with fainter odors of fox and hare, seal and stag, even wolf. Those, too, were man-smells, the warg understood; the stench of old skins, dead and sour, nearly overpowered by the more potent scents of smoke and blood and decay.","The night was foul with the odor of man. The warg halted beneath a tree and sniffed, his grey-brown fur mottled by shadow. A sigh of piney wind brought the man-scent to him, mingled with fainter odors that spoke of fox and hare, seal and stag, even wolf. Those were man-scents as well, the warg knew; the fetor of old skins, dead and sour, nearly submerged beneath the stronger scents of smoke and blood and rot.","The night was rank with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur dappled by shadow. A sigh of piney wind brought the man-scent to him, over fainter smells that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the stink of old skins, dead and sour, near drowned beneath the stronger scents of smoke and blood and rot.","The night was rank with the scent of man. The warg paused beneath a tree and sniffed, his grey-brown fur dappled with shadow. A breath of pine-scented wind brought the man-smell to him, mingling with fainter aromas of fox and hare, seal and stag, even wolf. Those, too, were man-scents, the warg recognized; the stink of old skins, dead and sour, nearly overwhelmed by the stronger odors of smoke and blood and decay.","The night was thick with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur flecked with shadows. A breath of pine-scented wind brought the man-odor to him, mixed with fainter scents of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the reek of old skins, dead and sour, almost buried beneath the stronger smells of smoke and blood and rot.","The night was thick with the odor of man. The warg stopped beneath a tree and sniffed, his grey-brown fur flecked with shadow. A breath of piney wind carried the man-scent to him, over fainter smells of fox and hare, seal and stag, even wolf. Those were man-scents too, the warg knew; the stench of old skins, dead and sour, nearly smothered by the stronger scents of smoke and blood and rot.","The night was laden with the scent of man. The warg paused beneath a tree and sniffed, his grey-brown fur dappled by shadow. A piney breeze brought the man-scent to him, mingled with fainter aromas of fox and hare, seal and stag, even wolf. These too were man-scents, the warg knew; the stench of old skins, dead and sour, nearly overpowered by the stronger smells of smoke and blood and decay."
A Song of Ice and Fire: A Dance with Dragons,"The night was rank with the scent of man. The warg halted beneath a tree and sniffed, his grey-brown fur flecked by shadow. A whisper of pine-scented wind brought the man-scent to him, o’er fainter aromas that spake of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the stench of ancient skins, dead and sour, nigh drowned beneath the stronger scents of smoke and blood and decay.","The night was heavy with the odor of man. The warg paused beneath a tree and sniffed, his grey-brown fur mottled by shadow. A gust of pine-scented wind brought the man-scent to him, over fainter smells that hinted of fox and hare, seal and stag, even wolf. Those were man-smells as well, the warg understood; the reek of old skins, dead and sour, nearly overwhelmed by the stronger scents of smoke, blood, and rot.","The night was thick with the smell of man. The warg halted beneath a tree and sniffed, his grey-brown fur dappled in the shadows. A breeze, redolent with pine, carried the man-scent to him, over fainter aromas that spoke of fox and hare, seal and stag, even wolf. Those too were man-smells, the warg understood; the stench of old hides, dead and sour, almost lost beneath the stronger odors of smoke, blood, and decay.","The night was rife with the scent of man. The warg stopped beneath a tree and sniffed, his grey-brown fur mottled by shadow. A breeze, redolent with pine, brought the man-scent to him, overriding fainter smells of fox and hare, seal and stag, even wolf. Those too were man-smells, the warg discerned; the odor of ancient skins, dead and sour, nearly obscured by the stronger scents of smoke, blood, and decay.","The night was heavy with the rank smell of man. The warg paused beneath a tree and sniffed, his grey-brown fur dappled by shadow. A sigh of pine-laden wind carried the man-scent to him, mingling with fainter odors that whispered of fox and hare, seal and stag, even wolf. Those too were man-smells, the warg knew; the stench of ancient skins, dead and sour, nearly lost beneath the overpowering scents of smoke, blood, and rot.","The night was rank with the smell of man. The warg stopped beneath a tree and sniffed, his grey-brown fur dappled by shadow. A sigh of piney wind brought the man-scent to him, over fainter smells that spoke of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg knew; the stink of old skins, dead and sour, near drowned beneath the stronger scents of smoke and blood and rot.","The night was laden with the odor of man. The warg paused beneath a tree and sniffed, his grey-brown fur patterned by shadow. A breeze, tinged with pine, carried the man-scent to him, over fainter aromas that suggested fox and hare, seal and stag, even wolf. Those too were man-smells, the warg recognized; the stench of old skins, dead and sour, almost masked by the stronger scents of smoke, blood, and decay.","The night was thick with the smell of man. The warg halted beneath a tree and took a sniff, his grey-brown fur spotted with shadow. A pine-scented breeze brought the man-scent to him, mingling with fainter smells of fox and hare, seal and stag, even wolf. Those were man-smells too, the warg realized; the reek of old skins, dead and sour, nearly drowned out by the stronger scents of smoke, blood, and rot.","The night was thick with the smell of man. The warg halted beneath a tree and sniffed, his grey-brown fur dappled in the shadows. A breeze, redolent with pine, carried the man-scent to him, over fainter aromas that spoke of fox and hare, seal and stag, even wolf. Those too were man-smells, the warg understood; the stench of old hides, dead and sour, almost lost beneath the stronger odors of smoke, blood, and decay.","The night was heavy with the smell of man. The warg paused beneath a tree and took a sniff, his grey-brown fur speckled with shadow. A piney breeze brought the man-scent to him, mingling with fainter aromas that spoke of fox and hare, seal and stag, even wolf. Those were man-smells as well, the warg recognized; the stench of old skins, dead and sour, almost lost beneath the stronger scents of smoke, blood, and rot."
